"","Species.ID","Length","Gear.Type","Data.Type"
"63","ACANCH",20.9127127678342,"SA","Survey"
"64","ACANCH",24.2944664737231,"SA","Survey"
"65","ACANCH",22.7551004162476,"SA","Survey"
"66","ACANCH",21.6244580715285,"SA","Survey"
"67","ACANCH",22.042383800209,"SA","Survey"
"68","ACANCH",22.4743218829311,"SA","Survey"
"69","ACANCH",22.3271635237227,"SA","Survey"
"70","ACANCH",23.4564814070389,"SA","Survey"
"71","ACANCH",22.0852037131434,"SA","Survey"
"72","ACANCH",22.3474120110562,"SA","Survey"
"73","ACANCH",22.8184084601666,"SA","Survey"
"74","ACANCH",23.6285562783763,"SA","Survey"
"75","ACANCH",23.1938172370072,"SA","Survey"
"76","ACANCH",24.0653303845208,"SA","Survey"
"77","ACANCH",24.7263715827699,"SA","Survey"
"78","ACANCH",22.6028884667031,"SA","Survey"
"79","ACANCH",23.0009610041815,"SA","Survey"
"80","ACANCH",21.6310961639407,"SA","Survey"
"81","ACANCH",24,"SA","Survey"
"82","ACANCH",24,"SA","Survey"
"83","ACANCH",18,"SA","Survey"
"84","ACANCH",30,"SA","Survey"
"85","ACANCH",10,"SA","Survey"
"86","ACANCH",18,"SA","Survey"
"87","ACANCH",20,"SA","Survey"
"88","ACANCH",18.4744892059293,"SA","Survey"
"89","ACANCH",18.612494874305,"SA","Survey"
"90","ACANCH",19.0773994115539,"SA","Survey"
"91","ACANCH",19.936903233631,"SA","Survey"
"92","ACANCH",20.273428454469,"SA","Survey"
"93","ACANCH",21.2214159798895,"SA","Survey"
"94","ACANCH",17.3810345698658,"SA","Survey"
"95","ACANCH",17.5235737286457,"SA","Survey"
"96","ACANCH",19.7743090102188,"SA","Survey"
"97","ACANCH",18.0246760536777,"SA","Survey"
"98","ACANCH",18.1375005885762,"SA","Survey"
"99","ACANCH",18.002762779214,"SA","Survey"
"100","ACANCH",20.0049599376927,"SA","Survey"
"101","ACANCH",20.821198164781,"SA","Survey"
"102","ACANCH",19.4230112513754,"SA","Survey"
"103","ACANCH",17.7228352035693,"SA","Survey"
"104","ACANCH",19.3060178944967,"SA","Survey"
"105","ACANCH",20.0652951055216,"SA","Survey"
"106","ACANCH",20.8619686643611,"SA","Survey"
"107","ACANCH",20.2974540931797,"SA","Survey"
"108","ACANCH",18,"pots","Fishery"
"109","ACANCH",24.5,"pots","Fishery"
"110","ACANCH",17,"pots","Fishery"
"111","ACANCH",19.5,"pots","Fishery"
"112","ACANCH",18,"pots","Fishery"
"113","ACANCH",16.5,"pots","Fishery"
"114","ACANCH",20.5,"pots","Fishery"
"115","ACANCH",18.5,"pots","Fishery"
"116","ACANCH",19,"pots","Fishery"
"117","ACANCH",27,"pots","Fishery"
"118","ACANCH",22.5,"pots","Fishery"
"119","ACANCH",20.5,"pots","Fishery"
"120","ACANCH",19,"pots","Fishery"
"121","ACANCH",18,"pots","Fishery"
"122","ACANCH",16.5,"pots","Fishery"
"123","ACANCH",15.5,"pots","Fishery"
"124","ACANCH",23,"pots","Fishery"
"125","ACANCH",16,"pots","Fishery"
"126","ACANCH",14,"pots","Fishery"
"127","ACANCH",17.5,"pots","Fishery"
"128","ACANCH",13,"pots","Fishery"
"129","ACANCH",16.5,"pots","Fishery"
"130","ACANCH",23.5,"pots","Fishery"
"131","ACANCH",24.5,"pots","Fishery"
"132","ACANCH",24,"pots","Fishery"
"133","ACANCH",15.5,"pots","Fishery"
"134","ACANCH",17.5,"pots","Fishery"
"135","ACANCH",14.5,"pots","Fishery"
"136","ACANCH",17.5,"pots","Fishery"
"137","ACANCH",15.5,"pots","Fishery"
"138","ACANCH",15.5,"pots","Fishery"
"139","ACANCH",16,"pots","Fishery"
"140","ACANCH",16.5,"pots","Fishery"
"141","ACANCH",14.5,"pots","Fishery"
"142","ACANCH",16,"pots","Fishery"
"143","ACANCH",16.5,"pots","Fishery"
"144","ACANCH",17.5,"pots","Fishery"
"145","ACANCH",19.5,"pots","Fishery"
"146","ACANCH",22.5,"spear","Fishery"
"147","ACANCH",24,"pots","Fishery"
"148","ACANCH",24,"pots","Fishery"
"149","ACANCH",25,"pots","Fishery"
"150","ACANCH",24,"pots","Fishery"
"151","ACANCH",25,"pots","Fishery"
"152","ACANCH",25.5,"pots","Fishery"
"153","ACANCH",24.5,"pots","Fishery"
"154","ACANCH",22,"pots","Fishery"
"155","ACANCH",24.5,"pots","Fishery"
"156","ACANCH",17.5,"pots","Fishery"
"157","ACANCH",17,"pots","Fishery"
"158","ACANCH",18,"pots","Fishery"
"159","ACANCH",16.5,"pots","Fishery"
"160","ACANCH",18,"pots","Fishery"
"161","ACANCH",17.5,"pots","Fishery"
"162","ACANCH",16,"pots","Fishery"
"163","ACANCH",25,"pots","Fishery"
"164","ACANCH",23,"pots","Fishery"
"165","ACANCH",25,"pots","Fishery"
"166","ACANCH",16.5,"pots","Fishery"
"167","ACANCH",16,"pots","Fishery"
"168","ACANCH",16,"pots","Fishery"
"169","ACANCH",17,"pots","Fishery"
"170","ACANCH",17.5,"pots","Fishery"
"171","ACANCH",16.5,"pots","Fishery"
"172","ACANCH",16,"pots","Fishery"
"173","ACANCH",20,"pots","Fishery"
"174","ACANCH",17,"pots","Fishery"
"175","ACANCH",15,"pots","Fishery"
"176","ACANCH",15.5,"pots","Fishery"
"177","ACANCH",17.5,"pots","Fishery"
"178","ACANCH",16.5,"pots","Fishery"
"179","ACANCH",16.5,"pots","Fishery"
"180","ACANCH",16,"pots","Fishery"
"181","ACANCH",16,"pots","Fishery"
"182","ACANCH",16,"pots","Fishery"
"183","ACANCH",17,"pots","Fishery"
"184","ACANCH",25.5,"pots","Fishery"
"185","ACANCH",25,"pots","Fishery"
"186","ACANCH",18,"pots","Fishery"
"187","ACANCH",22,"pots","Fishery"
"188","ACANCH",21,"pots","Fishery"
"189","ACANCH",21,"pots","Fishery"
"190","ACANCH",24,"pots","Fishery"
"191","ACANCH",24.5,"pots","Fishery"
"192","ACANCH",6.75,"pots","Fishery"
"193","ACANCH",7.25,"pots","Fishery"
"194","ACANCH",6.25,"pots","Fishery"
"195","ACANCH",6.25,"pots","Fishery"
"196","ACANCH",6.5,"pots","Fishery"
"197","ACANCH",23.4,"pots","Fishery"
"198","ACANCH",22,"pots","Fishery"
"199","ACANCH",19,"pots","Fishery"
"200","ACANCH",26.5,"pots","Fishery"
"201","ACANCH",20.5,"pots","Fishery"
"202","ACANCH",19,"pots","Fishery"
"203","ACANCH",17.5,"pots","Fishery"
"204","ACANCH",24.3,"pots","Fishery"
"205","ACANCH",17.5,"pots","Fishery"
"206","ACANCH",19,"pots","Fishery"
"207","ACANCH",22,"pots","Fishery"
"208","ACANCH",17.9,"pots","Fishery"
"209","ACANCH",17,"pots","Fishery"
"210","ACANCH",18.5,"pots","Fishery"
"211","ACANCH",16.2,"pots","Fishery"
"212","ACANCH",19.5,"pots","Fishery"
"213","ACANCH",21,"pots","Fishery"
"214","ACANCH",23.2,"pots","Fishery"
"215","ACANCH",14.1,"pots","Fishery"
"216","ACANCH",16.8,"pots","Fishery"
"217","ACANCH",23.6,"pots","Fishery"
