"","Species.ID","Length","Gear.Type","Data.Type"
"1","LUTJMA",18,"SA","Survey"
"2","LUTJMA",18,"SA","Survey"
"3","LUTJMA",20,"SA","Survey"
"4","LUTJMA",32,"SA","Survey"
"5","LUTJMA",18,"SA","Survey"
"6","LUTJMA",18,"SA","Survey"
"7","LUTJMA",18,"SA","Survey"
"8","LUTJMA",20,"SA","Survey"
"9","LUTJMA",40,"SA","Survey"
"10","LUTJMA",40,"SA","Survey"
"11","LUTJMA",40,"SA","Survey"
"12","LUTJMA",40,"SA","Survey"
"13","LUTJMA",40,"SA","Survey"
"14","LUTJMA",40,"SA","Survey"
"15","LUTJMA",40,"SA","Survey"
"16","LUTJMA",40,"SA","Survey"
"17","LUTJMA",40,"SA","Survey"
"18","LUTJMA",40,"SA","Survey"
"19","LUTJMA",40,"SA","Survey"
"20","LUTJMA",40,"SA","Survey"
"21","LUTJMA",40,"SA","Survey"
"22","LUTJMA",18,"SA","Survey"
"23","LUTJMA",25,"SA","Survey"
"24","LUTJMA",25,"SA","Survey"
"25","LUTJMA",15,"SA","Survey"
"26","LUTJMA",13.2883834890581,"SA","Survey"
"27","LUTJMA",13.6286108067804,"SA","Survey"
"28","LUTJMA",14.5194489666026,"SA","Survey"
"29","LUTJMA",13.4045876133566,"SA","Survey"
"30","LUTJMA",13.8172827688862,"SA","Survey"
"31","LUTJMA",13.5881480007978,"SA","Survey"
"32","LUTJMA",14.4340097966738,"SA","Survey"
"33","LUTJMA",14.412789336663,"SA","Survey"
"34","LUTJMA",12.1202829680102,"SA","Survey"
"35","LUTJMA",14.5936864423899,"SA","Survey"
"36","LUTJMA",14.413085992706,"SA","Survey"
"37","LUTJMA",14.2957990995334,"SA","Survey"
"38","LUTJMA",14.133700701202,"SA","Survey"
"39","LUTJMA",12.9919952211617,"SA","Survey"
"40","LUTJMA",12.4543353368018,"SA","Survey"
"41","LUTJMA",13.2118277079749,"SA","Survey"
"42","LUTJMA",14.5050571622823,"SA","Survey"
"43","LUTJMA",13.6162266181873,"SA","Survey"
"44","LUTJMA",14.7226661928891,"SA","Survey"
"45","LUTJMA",13.9041131732304,"SA","Survey"
"46","LUTJMA",12.0061715823463,"SA","Survey"
"47","LUTJMA",13.7191243613081,"SA","Survey"
"48","LUTJMA",12.7897320198883,"SA","Survey"
"49","LUTJMA",13.5737816840117,"SA","Survey"
"50","LUTJMA",14.7140515855618,"SA","Survey"
"51","LUTJMA",13.7481280848776,"SA","Survey"
"52","LUTJMA",14.0680119505404,"SA","Survey"
"53","LUTJMA",15.283955163025,"SA","Survey"
"54","LUTJMA",15.6297320261181,"SA","Survey"
"55","LUTJMA",14.2409521585775,"SA","Survey"
"56","LUTJMA",13.6019104879344,"SA","Survey"
"57","LUTJMA",16.5784815773601,"SA","Survey"
"58","LUTJMA",14.6880547747272,"SA","Survey"
"59","LUTJMA",14.1413476535068,"SA","Survey"
"60","LUTJMA",15.5610770510399,"SA","Survey"
"61","LUTJMA",15.0682654757249,"SA","Survey"
"62","LUTJMA",17.693727213921,"SA","Survey"
"63","LUTJMA",17.1938742802959,"SA","Survey"
"64","LUTJMA",12.6135747083051,"SA","Survey"
"65","LUTJMA",14.2191869518263,"SA","Survey"
"66","LUTJMA",15.2466470382288,"SA","Survey"
"67","LUTJMA",16.5783830815887,"SA","Survey"
"68","LUTJMA",16.0377558344509,"SA","Survey"
"69","LUTJMA",14.7293976975512,"SA","Survey"
"70","LUTJMA",14.0252706379523,"SA","Survey"
"71","LUTJMA",14.2552949642745,"SA","Survey"
"72","LUTJMA",14.2700349268178,"SA","Survey"
"73","LUTJMA",14.7944546026531,"SA","Survey"
"74","LUTJMA",15.3222376052427,"SA","Survey"
"75","LUTJMA",15.9805902565088,"SA","Survey"
"76","LUTJMA",15.5202169208236,"SA","Survey"
"77","LUTJMA",14.5133897757431,"SA","Survey"
"78","LUTJMA",15.0889670799109,"SA","Survey"
"79","LUTJMA",14.7229082952741,"SA","Survey"
"80","LUTJMA",15.4034648219536,"SA","Survey"
"81","LUTJMA",14.2226406298815,"SA","Survey"
"82","LUTJMA",15.8228102455353,"SA","Survey"
"83","LUTJMA",14.6707338479923,"SA","Survey"
"84","LUTJMA",14.2946163148108,"SA","Survey"
"85","LUTJMA",15.4801451211547,"SA","Survey"
"86","LUTJMA",16.078849672601,"SA","Survey"
"87","LUTJMA",15.8803842277263,"SA","Survey"
"88","LUTJMA",15.3467582497825,"SA","Survey"
"89","LUTJMA",14.3642464987595,"SA","Survey"
"90","LUTJMA",15.8931173754602,"SA","Survey"
"91","LUTJMA",15.2034897154389,"SA","Survey"
"92","LUTJMA",15.0793362138032,"SA","Survey"
"93","LUTJMA",16.5887454722999,"SA","Survey"
"94","LUTJMA",15.5210297693089,"SA","Survey"
"95","LUTJMA",14.4916220454434,"SA","Survey"
"96","LUTJMA",14.2232712256718,"SA","Survey"
"97","LUTJMA",14.0134047367245,"SA","Survey"
"98","LUTJMA",14.5885380353612,"SA","Survey"
"99","LUTJMA",15.3056409392989,"SA","Survey"
"100","LUTJMA",14.7415342731002,"SA","Survey"
"101","LUTJMA",15.635031655769,"SA","Survey"
"102","LUTJMA",14.5068148317511,"SA","Survey"
"103","LUTJMA",17,"SA","Survey"
"104","LUTJMA",17,"SA","Survey"
"105","LUTJMA",13,"SA","Survey"
"106","LUTJMA",16,"SA","Survey"
"107","LUTJMA",15,"SA","Survey"
"108","LUTJMA",19,"SA","Survey"
"109","LUTJMA",22.6262524582523,"SA","Survey"
"110","LUTJMA",21.2257646294582,"SA","Survey"
"111","LUTJMA",21.3650274138111,"SA","Survey"
"112","LUTJMA",21.1208260379318,"SA","Survey"
"113","LUTJMA",19.9903209980658,"SA","Survey"
"114","LUTJMA",22.4433292921792,"SA","Survey"
"115","LUTJMA",21.2074171021984,"SA","Survey"
"116","LUTJMA",21.4338988186719,"SA","Survey"
